train_size,f1_train_mean,f1_valid_mean,f1_train_std,f1_valid_std
39,0.9681011096370364,0.5318056558441597,0.011908762665163202,0.06899772588788333
89,0.941567309651564,0.7066260773538108,0.025124023210228698,0.09310422943546696
140,0.9513465412234767,0.8519834085491489,0.014933847413793208,0.05149277264702815
190,0.9762101611369726,0.8519517827243572,0.007667111482581509,0.055500813439779084
241,0.9773496282057001,0.8515184830646956,0.009764320432846516,0.05988882368468788
291,0.9779431678833397,0.8464936264280846,0.0034950750382424364,0.0693349533973228
342,0.9775758852603531,0.8647844341940958,0.006204369592105113,0.07706055968675568
393,0.9856796959701247,0.8911727403474881,0.002277511925092303,0.0671901844596854
