train_size,f1_train_mean,f1_train_std,f1_valid_mean,f1_valid_std
39,0.7687285191495719,0.10910910937556739,0.3418531009660174,0.05135542510253694
89,0.677148302080604,0.08538008913081573,0.35887133343174,0.0669150711890964
140,0.5685201813435741,0.11275982438078411,0.38343342271830927,0.11209461617639493
190,0.5092514697107177,0.07711938337524302,0.3149527303140561,0.043112966354760814
241,0.488314829278396,0.07484733332067463,0.31872606173013224,0.09291536404423803
291,0.4336261714963066,0.10269470861162938,0.3567034727412709,0.07845360556290487
342,0.37775183832756154,0.06624809949128624,0.3489043063806177,0.10061407214091146
393,0.3747584411969374,0.028883301747371696,0.3510482073402526,0.035920370324817145
