train_size,f1_train_mean,f1_train_std,f1_valid_mean,f1_valid_std
39,1.0,0.0,0.4597919693286826,0.03715243666269162
89,1.0,0.0,0.6133849015947227,0.08482479693637267
140,1.0,0.0,0.6760961343554162,0.07823570433115756
190,1.0,0.0,0.6748840576223079,0.059146329418118794
241,1.0,0.0,0.7137014325825748,0.03469525926448745
291,1.0,0.0,0.7190772921692957,0.056874959172150755
342,1.0,0.0,0.7197778141611788,0.023854732233363016
393,1.0,0.0,0.7559521473079311,0.03569232495128341
