train_size,f1_train_mean,f1_train_std,f1_valid_mean,f1_valid_std
39,1.0,0.0,0.40061492454698067,0.07571337705812692
89,1.0,0.0,0.5491022373683404,0.08349791835941225
140,1.0,0.0,0.5750564588748048,0.07869004976738982
190,1.0,0.0,0.6218043699710083,0.0750859168557536
241,1.0,0.0,0.6246250421244876,0.059971979555168885
291,1.0,0.0,0.6493189885991268,0.059087883009888126
342,1.0,0.0,0.7028174541591584,0.040264702516355874
393,1.0,0.0,0.7185269501349076,0.030947220299973547
